관리_건축물대장_PK,관리_상위_건축물대장_PK,새주소_지상지하_코드,주소,동명칭,호_명,층_구분_코드_x,층_구분_코드_y,층_번호,면적
11710-100221748,11710-100221605,지상,서울특별시 송파구 올림픽로 435,113동,401,지상,20.0,1,36.88
11710-100221747,11710-100221605,지상,서울특별시 송파구 올림픽로 435,113동,304,지상,20.0,2,39.27
11710-100221746,11710-100221605,지상,서울특별시 송파구 올림픽로 435,113동,303,지상,20.0,1,38.1
11710-100221744,11710-100221605,지상,서울특별시 송파구 올림픽로 435,113동,301,지상,20.0,1,34.54
11710-100221743,11710-100221605,지상,서울특별시 송파구 올림픽로 435,113동,204,지상,20.0,1,42.79
11710-100221710,11710-100221605,지상,서울특별시 송파구 올림픽로 435,113동,3003,지상,20.0,4,79.07
11710-100221709,11710-100221605,지상,서울특별시 송파구 올림픽로 435,113동,3002,지상,20.0,4,80.44
11710-100221708,11710-100221605,지상,서울특별시 송파구 올림픽로 435,113동,3001,지상,20.0,4,88.09
11710-100221707,11710-100221605,지상,서울특별시 송파구 올림픽로 435,113동,2904,지상,20.0,3,85.79
11710-100221706,11710-100221605,지상,서울특별시 송파구 올림픽로 435,113동,2903,지상,20.0,3,79.34
11710-100221659,11710-100221605,지상,서울특별시 송파구 올림픽로 435,113동,1704,지상,20.0,3,126.72
11710-100221658,11710-100221605,지상,서울특별시 송파구 올림픽로 435,113동,1703,지상,20.0,3,126.29
11710-100221657,11710-100221605,지상,서울특별시 송파구 올림픽로 435,113동,1702,지상,20.0,3,128.47
11710-100221656,11710-100221605,지상,서울특별시 송파구 올림픽로 435,113동,1701,지상,20.0,3,140.69
11710-100221655,11710-100221605,지상,서울특별시 송파구 올림픽로 435,113동,1604,지상,20.0,2,137.02
11710-100221654,11710-100221605,지상,서울특별시 송파구 올림픽로 435,113동,1603,지상,20.0,2,126.72
11710-100221651,11710-100221605,지상,서울특별시 송파구 올림픽로 435,113동,1504,지상,20.0,2,140.69
11710-100221642,11710-100221605,지상,서울특별시 송파구 올림픽로 435,113동,1303,지상,20.0,1,39.43
11710-100221641,11710-100221605,지상,서울특별시 송파구 올림픽로 435,113동,1302,지상,20.0,1,37.76
11710-100221640,11710-100221605,지상,서울특별시 송파구 올림픽로 435,113동,1301,지상,20.0,1,38.59
11710-100221639,11710-100221605,지상,서울특별시 송파구 올림픽로 435,113동,1204,지상,20.0,1,40.27
11710-100221638,11710-100221605,지상,서울특별시 송파구 올림픽로 435,113동,1203,지상,20.0,1,36.92
11710-100221637,11710-100221605,지상,서울특별시 송파구 올림픽로 435,113동,1202,지상,20.0,1,47.04
11710-100221636,11710-100221605,지상,서울특별시 송파구 올림픽로 435,113동,1201,지상,20.0,1,58.75
11710-100221635,11710-100221605,지상,서울특별시 송파구 올림픽로 435,113동,1104,지상,20.0,1,51.72
11710-100221705,11710-100221605,지상,서울특별시 송파구 올림픽로 435,113동,2902,지상,20.0,3,79.07
11710-100221704,11710-100221605,지상,서울특별시 송파구 올림픽로 435,113동,2901,지상,20.0,3,80.44
11710-100221711,11710-100221605,지상,서울특별시 송파구 올림픽로 435,113동,3004,지상,20.0,4,79.34
11710-100221727,11710-100221605,지상,서울특별시 송파구 올림픽로 435,113동,3404,지상,10.0,1,195.73
11710-100221726,11710-100221605,지상,서울특별시 송파구 올림픽로 435,113동,3403,지상,10.0,1,25.17
11710-100221725,11710-100221605,지상,서울특별시 송파구 올림픽로 435,113동,3402,지상,10.0,1,25.17
11710-100221724,11710-100221605,지상,서울특별시 송파구 올림픽로 435,113동,3401,지상,10.0,1,25.17
11710-100221723,11710-100221605,지상,서울특별시 송파구 올림픽로 435,113동,3304,지상,10.0,1,25.17
11710-100221722,11710-100221605,지상,서울특별시 송파구 올림픽로 435,113동,3303,지상,10.0,1,25.45
11710-100221695,11710-100221605,지상,서울특별시 송파구 올림픽로 435,113동,2604,지상,20.0,1,23.09
11710-100221721,11710-100221605,지상,서울특별시 송파구 올림픽로 435,113동,3302,지상,10.0,1,24.44
11710-100221720,11710-100221605,지상,서울특별시 송파구 올림픽로 435,113동,3301,지상,10.0,1,26.13
11710-100221719,11710-100221605,지상,서울특별시 송파구 올림픽로 435,113동,3204,지상,10.0,1,35.06
11710-100221718,11710-100221605,지상,서울특별시 송파구 올림픽로 435,113동,3203,지상,10.0,1,35.02
11710-100221696,11710-100221605,지상,서울특별시 송파구 올림픽로 435,113동,2701,지상,20.0,1,20.59
11710-100221698,11710-100221605,지상,서울특별시 송파구 올림픽로 435,113동,2703,지상,20.0,2,88.09
11710-100221699,11710-100221605,지상,서울특별시 송파구 올림픽로 435,113동,2704,지상,20.0,2,80.44
11710-100221700,11710-100221605,지상,서울특별시 송파구 올림픽로 435,113동,2801,지상,20.0,2,79.07
11710-100221701,11710-100221605,지상,서울특별시 송파구 올림픽로 435,113동,2802,지상,20.0,2,79.34
11710-100221702,11710-100221605,지상,서울특별시 송파구 올림픽로 435,113동,2803,지상,20.0,2,85.79
11500-100226660,11500-100226659,지상,서울특별시 강서구 강서로47길 15-11,,201,지상,40.0,0,2.337
11710-100218530,11710-100218406,지상,서울특별시 송파구 올림픽로 435,314동,1903,지상,40.0,0,7.48
11710-100214510,11710-100214472,지상,서울특별시 송파구 올림픽로 99,162동,1002,지상,40.0,0,11.861
11680-48439,11680-1500,지상,서울특별시 강남구 압구정로11길 17,2,1203호,지상,20.0,5,3.77
11680-48506,11680-1510,지상,서울특별시 강남구 압구정로 151,101,608호,지상,20.0,3,5.84
11680-48541,11680-1510,지상,서울특별시 강남구 압구정로 151,101,805호,지상,20.0,3,5.05
11500-100208177,11500-100208168,지상,서울특별시 강서구 방화대로49길 6-16,,502호,지상,20.0,1,14.53
11500-100220997,11500-100220988,지상,서울특별시 강서구 화곡로19길 21,,402,지상,40.0,0,10.98
11500-100198114,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-609호,지상,40.0,0,1.5512
11500-100198116,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-607호,지상,40.0,0,3.2084
11500-100198069,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-410호,지상,10.0,1,2.47
11500-100198068,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-401호,지상,10.0,2,3.4
11500-100198067,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-402호,지상,20.0,1,3.29
11500-100198066,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-403호,지상,10.0,2,3.95
11500-100198065,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-404호,지상,10.0,1,2.87
11500-100198064,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-405호,지상,20.0,1,3.83
11500-100198063,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-406호,지상,10.0,2,3.98
11500-100198062,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-407호,지상,10.0,1,2.89
11500-100198061,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-401호,지상,20.0,1,3.86
11500-100198109,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-611호,지상,20.0,1,52.74
11500-100198060,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-303호,지상,10.0,1,3.45
11500-100198059,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-302호,지상,10.0,2,4.75
11500-100198058,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-304호,지상,20.0,1,4.6
11500-100198057,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-306호,지상,10.0,2,4.1
11500-100198056,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-308호,지상,10.0,1,2.98
11500-100198054,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,301호,지상,10.0,1,4.9
11500-100198052,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,304호,지상,20.0,1,6.53
11500-100198053,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,303호,지상,10.0,2,6.74
11500-100198051,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,305호,지상,20.0,1,5.59
11500-100198050,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,306호,지상,10.0,2,5.77
11500-100198049,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,307호,지상,10.0,1,4.19
11500-100198048,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,308호,지상,10.0,2,4.47
11500-100198047,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,309호,지상,10.0,1,3.25
11500-100198046,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,310호,지상,20.0,1,4.33
11500-100198045,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,311호,지상,10.0,2,4.81
11500-100198044,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,312호,지상,10.0,1,3.5
11500-100198043,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,313호,지상,20.0,1,4.66
11500-100198035,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-307호,지상,20.0,1,32.04
11500-100198034,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-305호,지상,20.0,1,32.27
11500-100198033,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-301호,지상,20.0,1,38.5
11500-100198032,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-202호,지상,20.0,1,33.25
11500-100198031,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-203호,지상,20.0,1,54.65
11500-100198030,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-207호,지상,20.0,1,46.75
11500-100198029,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-208호,지상,20.0,1,36.19
11500-100198028,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-206호,지상,20.0,1,39.01
11500-100198383,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1803호,지상,20.0,3,39.6
11500-100198377,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1810호,지상,20.0,3,39.6
11500-100198036,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-309호,지상,20.0,1,27.52
11500-100198395,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1904호,지상,20.0,4,28.71
11500-100198394,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1905호,지상,20.0,4,28.71
11500-100198393,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1906호,지상,20.0,4,28.71
11500-100198392,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1907호,지상,20.0,4,28.71
11500-100198391,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1909호,지상,20.0,4,36.38
11500-100198390,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1901호,지상,20.0,3,42.5
11500-100198389,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1803호,지상,20.0,3,35.7
11500-100198388,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1802호,지상,20.0,3,35.7
11500-100198387,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1806호,지상,20.0,3,35.7
11500-100198386,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1808호,지상,20.0,3,35.7
11500-100198385,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1810호,지상,20.0,3,36.75
11500-100198384,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1801호,지상,20.0,3,36.75
11500-100198382,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1805호,지상,20.0,3,39.6
11500-100198381,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1806호,지상,20.0,3,39.6
11500-100198380,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1807호,지상,20.0,3,39.6
11500-100198379,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1808호,지상,20.0,3,39.6
11500-100198398,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1901호,지상,20.0,4,28.71
11500-100198397,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1902호,지상,20.0,4,28.71
11500-100198396,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1903호,지상,20.0,4,28.71
11500-100198367,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1703호,지상,20.0,2,39.6
11500-100198366,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1704호,지상,20.0,2,39.6
11500-100198376,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1811호,지상,20.0,3,47.6
11500-100198375,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1804호,지상,20.0,2,42.5
11500-100198374,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1802호,지상,20.0,2,35.7
11500-100198373,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1811호,지상,20.0,2,35.7
11500-100198365,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1702호,지상,20.0,2,39.6
11500-100198372,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1809호,지상,20.0,2,35.7
11500-100198371,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1807호,지상,20.0,2,35.7
11500-100198370,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1805호,지상,20.0,2,36.75
11500-100198369,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1804호,지상,20.0,2,36.75
11500-100198368,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1801호,지상,20.0,2,39.6
11500-100198364,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1705호,지상,20.0,2,39.6
11500-100198363,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1707호,지상,20.0,2,39.6
11500-100198362,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1709호,지상,20.0,2,39.6
11500-100198361,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1711호,지상,20.0,2,47.6
11500-100198360,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1711호,지상,20.0,1,42.5
11500-100198359,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1702호,지상,20.0,1,35.7
11500-100198351,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1710호,지상,20.0,1,30.1
11500-100198358,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1703호,지상,20.0,1,35.7
11500-100198357,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1704호,지상,20.0,1,35.7
11500-100198356,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1705호,지상,20.0,1,35.7
11500-100198355,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1706호,지상,20.0,1,36.75
11500-100198354,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1707호,지상,20.0,1,36.75
11500-100198350,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1701호,지상,20.0,1,30.1
11500-100198349,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1710호,지상,20.0,1,42.0
11500-100198221,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1108호,지상,10.0,0,23.4882
11500-100198220,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1109호,지상,10.0,0,2.9918
11500-100198219,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1110호,지상,40.0,0,7.2593
11500-100198218,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1101호,지상,40.0,0,2.3603
11500-100198217,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1110호,지상,10.0,0,3.849
11500-100198216,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1108호,지상,40.0,0,9.3395
11500-100198213,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1002호,지상,10.0,0,28.7078
11500-100198212,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1004호,지상,10.0,0,3.6566
11500-100198211,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1007호,지상,40.0,0,8.8725
11500-100198210,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1006호,지상,40.0,0,2.8848
11500-100198215,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1106호,지상,10.0,0,30.2187
11500-100198214,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1101호,지상,40.0,0,3.0366
11500-100198280,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1401호,지상,10.0,0,11.4665
11500-100198281,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1406호,지상,10.0,0,90.0228
11500-100198249,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1206호,지상,10.0,0,33.0575
11500-100198248,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1207호,지상,10.0,0,4.2106
11500-100198247,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1208호,지상,40.0,0,10.2168
11500-100198246,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1209호,지상,40.0,0,3.3219
11500-100198245,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1210호,지상,10.0,0,33.0575
11500-100198243,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1204호,지상,40.0,0,10.2168
11500-100198242,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1202호,지상,40.0,0,3.3219
11500-100198241,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1211호,지상,10.0,0,25.5943
11500-100198240,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1209호,지상,10.0,0,3.26
11500-100198279,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1302호,지상,40.0,0,27.8226
11500-100198278,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1304호,지상,40.0,0,9.0462
11500-100198275,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1305호,지상,40.0,0,24.4784
11500-100198274,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1303호,지상,40.0,0,7.9588
11500-100198272,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1308호,지상,10.0,0,6.9079
11500-100198271,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1309호,지상,40.0,0,16.7615
11500-100198270,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1310호,지상,40.0,0,5.4498
11500-100198269,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1311호,지상,10.0,0,108.6501
11500-100198266,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1301호,지상,40.0,0,10.918
11500-100198265,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1302호,지상,10.0,0,125.8885
11500-100198264,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1303호,지상,10.0,0,16.0348
11500-100198263,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1304호,지상,40.0,0,38.9074
11500-100198262,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1305호,지상,40.0,0,12.6502
11500-100198261,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1306호,지상,10.0,0,24.2208
11500-100198260,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1307호,지상,10.0,0,3.0851
11500-100198257,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1203호,지상,10.0,0,33.0575
11500-100198258,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1301호,지상,40.0,0,2.4339
11500-100198256,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1202호,지상,10.0,0,4.2106
11500-100198255,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1206호,지상,40.0,0,10.2168
11500-100198254,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1208호,지상,40.0,0,3.3219
11500-100198253,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1210호,지상,10.0,0,33.0575
11500-100198252,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1201호,지상,10.0,0,4.2106
11500-100198251,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1203호,지상,40.0,0,10.2168
11500-100198250,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1205호,지상,40.0,0,3.3219
11500-100198239,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1207호,지상,40.0,0,7.9103
11500-100198238,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1205호,지상,40.0,0,2.5719
11500-100198237,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1204호,지상,10.0,0,25.5943
11500-100198236,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1201호,지상,10.0,0,3.26
11500-100198235,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1103호,지상,40.0,0,7.9103
11500-100198234,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1104호,지상,40.0,0,2.5719
11500-100198233,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1102호,지상,10.0,0,28.7078
11500-100198232,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1105호,지상,10.0,0,3.6566
11500-100198231,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1107호,지상,40.0,0,8.8725
11500-100198230,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1109호,지상,40.0,0,2.8848
11500-100198229,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1111호,지상,10.0,0,30.0814
11500-100198228,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1111호,지상,10.0,0,3.8315
11500-100198227,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1102호,지상,40.0,0,9.2971
11500-100198226,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1103호,지상,40.0,0,3.0228
11500-100198225,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1104호,지상,10.0,0,23.4882
11500-100198224,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1105호,지상,10.0,0,2.9918
11500-100198223,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1106호,지상,40.0,0,7.2593
11500-100198222,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1107호,지상,40.0,0,2.3603
11500-100198193,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1009호,지상,20.0,1,37.62
11500-100198192,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1001호,지상,20.0,1,39.42
11500-100198191,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-903호,지상,20.0,1,30.78
11500-100198190,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-902호,지상,20.0,1,30.78
11500-100198189,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-906호,지상,20.0,1,39.6
11500-100198188,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-908호,지상,20.0,1,37.62
11500-100198202,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1010호,지상,20.0,2,142.38
11500-100198201,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,A-1011호,지상,20.0,2,164.97
11500-100198200,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1001호,지상,20.0,1,31.74
11500-100198199,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1002호,지상,20.0,1,43.32
11500-100198198,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1003호,지상,20.0,1,43.32
11500-100198197,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1004호,지상,20.0,1,43.32
